sample,species,nReads
LK_201711,Pythium pachycaule,129
LK_201711,Pythium tracheiphilum,1058
LK_201711,Ralfsioid sp. 4GWS,397
LK_201711,Rhizosolenia setigera,664
LK_201711,Sellaphora pupula,8
LK_201711,Semibalanus cariosus,25
LK_201711,Skeletonema japonicum,11
LK_201711,Stelligera rigida,6
LK_201711,Stephanopyxis turris,33
LK_201711,Strongylocentrotus droebachiensis,203
LK_201711,Thalassionema nitzschioides,51
LK_201711,Thalassiosira nordenskioeldii,4522
LK_201711,Thecamonas trahens,34
LK_201711,Thelepus cincinnatus,66
LK_201711,Thelepus crispus,97
LK_201711,Wildemania amplissima,1043
LK_201711,Wildemania sp. 5POR,42
LK_201711,NA,273924
LK_201801,Balanus glandula,115
LK_201801,Bathycoccus prasinos,48498
LK_201801,Callophyllis flabellulata,2
LK_201801,Chthamalus dalli,1310
LK_201801,Corallina vancouveriensis,402
LK_201801,Cordyceps militaris,845
LK_201801,Coscinodiscus wailesii,648
LK_201801,Cylindrotheca closterium,32
LK_201801,Dendraster excentricus,503
LK_201801,Dictyocha speculum,374
LK_201801,Ditylum brightwellii,133
LK_201801,Emiliania huxleyi,869
LK_201801,Halichondria panicea,169
LK_201801,Harpacticoida sp. DNZ085,1662
LK_201801,Heterocapsa rotundata,222
LK_201801,Hildenbrandia sp. 27GWS,28
LK_201801,Hincksia hincksiae,477
LK_201801,Homo sapiens,140
LK_201801,Leitoscoloplos pugettensis CMC01,659
LK_201801,Littorina plena,706
LK_201801,Micromonas pusilla,13855
LK_201801,Minutocellus polymorphus,7837
LK_201801,Navicula cryptocephala,107
LK_201801,Nitzschia cf. promare,174
LK_201801,Orthocladius sp. BOLD-2016,2765
LK_201801,Phaeocystis antarctica,25046
LK_201801,Phaeocystis globosa,101
LK_201801,Pinnularia sp. 5 CS-2011,231
LK_201801,Poteriospumella lacustris,4
LK_201801,Pseudocalanus newmani,8275
LK_201801,Pseudochattonella farcimen,942
LK_201801,Pycnococcus provasolii,639
LK_201801,Pythium tracheiphilum,98
LK_201801,Ralfsioid sp. 4GWS,6
LK_201801,Rhizosolenia setigera,42
LK_201801,Semibalanus cariosus,505
LK_201801,Skeletonema dohrnii,30
LK_201801,Skeletonema japonicum,93
LK_201801,Thalassiosira nordenskioeldii,380
LK_201801,NA,81555
LK_201803,Acartia californiensis,261
LK_201803,Acartia longiremis,8756
LK_201803,Acrochaetium arcuatum,41
LK_201803,Acrochaetium moniliforme,42
LK_201803,Amathia vidovici,6
LK_201803,Amphicaryon earnesti,52
LK_201803,Apodachlya minima,23
LK_201803,Attheya longicornis,22
LK_201803,Balanus balanus,395
LK_201803,Balanus glandula,987
LK_201803,Bathycoccus prasinos,30092
LK_201803,Callithamnion pikeanum,264
LK_201803,Centropages abdominalis,205
LK_201803,Chaetoceros socialis,62
LK_201803,Chattonella subsalsa,824
LK_201803,Chordariaceae sp. 17 AP-2014,10
LK_201803,Chthamalus dalli,26
LK_201803,Corallina vancouveriensis,61
LK_201803,Coscinodiscus wailesii,190
LK_201803,Cylindrotheca closterium,419
LK_201803,Dictyocha speculum,117
LK_201803,Ditylum brightwellii,813
LK_201803,Eucalanus bungii,6215
LK_201803,Evasterias troschelii,164
LK_201803,Fistulifera pelliculosa,68
LK_201803,Gomphonema clevei,18
LK_201803,Grammonema striatula,200
LK_201803,Halichondria panicea,1421
LK_201803,Halidrys siliquosa,16
LK_201803,Harpacticoida sp. DNZ085,282
LK_201803,Hecatonema maculans,25
LK_201803,Heterocapsa rotundata,262
LK_201803,Hildenbrandia sp. 27GWS,14
LK_201803,Hincksia hincksiae,10
LK_201803,Homo sapiens,42
LK_201803,Lacuna pallidula,23
LK_201803,Leathesia marina,14
LK_201803,Leptasterias hexactis,129
LK_201803,Lichtheimia ramosa,36
LK_201803,Littorina plena,8085
LK_201803,Littorina sitkana,129
LK_201803,Lottia paradigitalis,2061
LK_201803,Mesocentrotus franciscanus,328
LK_201803,Microcladia sp. 1Cal,2
LK_201803,Micromonas pusilla,14692
LK_201803,Minutocellus polymorphus,5910
LK_201803,Navicula cryptocephala,38
LK_201803,Navicula sp. BOLD:AAO6950,56
LK_201803,Navicula sp. BOLD:AAO6951,512
LK_201803,Neorhodomela oregona,65
LK_201803,Nitzschia cf. promare,105
LK_201803,Nuttallia olivacea,48
LK_201803,Odonthalia floccosa,3
LK_201803,Ostrea lurida,275
LK_201803,Paracalanus sp. C AC-2013,104
LK_201803,Phaeocystis antarctica,41456
LK_201803,Phaeocystis globosa,23
LK_201803,Phytophthora megasperma,17
LK_201803,Pisaster ochraceus,92
LK_201803,Plagiogramma sp. IAL-2014a,10
LK_201803,Polycirrus sp. CMC05,1932
LK_201803,Polysiphonia hendryi,1746
LK_201803,Porichthys notatus,127
LK_201803,Poteriospumella lacustris,139
LK_201803,Protoperidinium cf. depressum,26
LK_201803,Pseudocalanus moultoni,419
LK_201803,Pseudochattonella farcimen,56
LK_201803,Pseudolithophyllum sp. 2whidbeyense,56
LK_201803,Pterosiphonia bipinnata,1082
LK_201803,Pycnococcus provasolii,702
LK_201803,Pyramimonas parkeae,228
LK_201803,Pythium tracheiphilum,190
LK_201803,Ralfsioid sp. 4GWS,336
LK_201803,Rhizosolenia setigera,175
LK_201803,Saprolegnia diclina,61
LK_201803,Scopalina ruetzleri,44
LK_201803,Semibalanus cariosus,687
LK_201803,Skeletonema dohrnii,2208
LK_201803,Skeletonema japonicum,125
LK_201803,Stelligera rigida,8
LK_201803,Strongylocentrotus droebachiensis,988
LK_201803,Thalassionema nitzschioides,623
LK_201803,Thalassiosira nordenskioeldii,11473
LK_201803,Thalassiosira punctigera,95
LK_201803,Thecamonas trahens,7
LK_201803,Thelepus crispus,57
LK_201803,Thysanoessa raschii,6
LK_201803,Triparma laevis,467
LK_201803,NA,297104
LK_201805,Acartia longiremis,13160
LK_201805,Aequorea sp. MW-2012,29
LK_201805,Anisolpidium ectocarpii,88
LK_201805,Aphanomyces sp. BOLD:AAO9952,4
LK_201805,Apodachlya minima,89
LK_201805,Asterionellopsis glacialis,84
LK_201805,Asterionellopsis tropicalis,8
LK_201805,Attheya longicornis,709
LK_201805,Bathycoccus prasinos,2499
LK_201805,Calliarthron tuberculosum,31
LK_201805,Centropages abdominalis,124
LK_201805,Chattonella subsalsa,757
LK_201805,Chordariaceae sp. 7 AP-2014,772
LK_201805,Chrysochromulina sp. CCMP291,88
LK_201805,Corallina vancouveriensis,13679
LK_201805,Coscinodiscus wailesii,19
LK_201805,Ditylum brightwellii,925
LK_201805,Eucampia zodiacus,7
LK_201805,Fucus distichus,555
LK_201805,Gomphonema clevei,12
LK_201805,Grammonema striatula,1370
LK_201805,Halichondria panicea,722
LK_201805,Halidrys siliquosa,20
LK_201805,Halosydna brevisetosa,1157
LK_201805,Hematodinium sp.,23
LK_201805,Heterocapsa rotundata,26
LK_201805,Hildenbrandia sp. 27GWS,9
LK_201805,Homo sapiens,399
LK_201805,Laminariocolax aecidioides,212
LK_201805,Leptasterias hexactis,790
LK_201805,Lichtheimia ramosa,104
LK_201805,Littorina plena,56
LK_201805,Littorina scutulata,3253
LK_201805,Littorina sitkana,99
LK_201805,Macoma nasuta,193
LK_201805,Martensia jejuensis,22
LK_201805,Micromonas pusilla,5234
LK_201805,Navicula sp. BOLD:AAO6950,32
LK_201805,Navicula sp. BOLD:AAO6951,55
LK_201805,Neorhodomela oregona,104
LK_201805,Notheia anomala,4
LK_201805,Odonthalia floccosa,47
LK_201805,Opisthosyllis sp. CMC01,1021
LK_201805,Paracalanus sp. C AC-2013,18
LK_201805,Phaeocystis antarctica,7972
LK_201805,Phaeocystis globosa,35
LK_201805,Phytophthora siskiyouensis,7
LK_201805,Phytophthora taxon paludosa,21
LK_201805,Pisaster ochraceus,1583
LK_201805,Plagiogramma sp. IAL-2014a,184
LK_201805,Polysiphonia hendryi,519
LK_201805,Poteriospumella lacustris,89
LK_201805,Protoperidinium cf. depressum,51
LK_201805,Pseudo-nitzschia delicatissima,118
LK_201805,Pseudo-nitzschia hasleana,20
LK_201805,Pterosiphonia bipinnata,136
LK_201805,Pyropia fallax,183
LK_201805,Pythium pachycaule,280
LK_201805,Pythium tracheiphilum,1722
LK_201805,Ralfsioid sp. 4GWS,89
LK_201805,Rhizosolenia setigera,220
LK_201805,Rhodoptilum plumosum,42
LK_201805,Saprolegnia diclina,369
LK_201805,Saxidomus gigantea,29
LK_201805,Sellaphora bacillum,623
LK_201805,Semibalanus cariosus,12693
LK_201805,Skeletonema japonicum,488
LK_201805,Stephanopyxis turris,169
LK_201805,Thalassionema nitzschioides,45
LK_201805,Thalassiosira nordenskioeldii,17975
LK_201805,Thecamonas trahens,20
LK_201805,Thelepus crispus,1037
LK_201805,Thelepus sp. CMC01,1067
LK_201805,Wildemania sp. 5POR,664
LK_201805,NA,261688
LK_201807,Acanthamoeba castellanii,33755
LK_201807,Acartia longiremis,21956
LK_201807,Amathia vidovici,84
LK_201807,Aurelia labiata,3926
LK_201807,Bathycoccus prasinos,24315
LK_201807,Callithamnion pikeanum,122
LK_201807,Chaetoceros socialis,5
LK_201807,Chattonella subsalsa,45
LK_201807,Chordariaceae sp. 17 AP-2014,2
LK_201807,Chordariaceae sp. 7 AP-2014,33
LK_201807,Chrysaora melanaster,315
LK_201807,Chthamalus dalli,6073
LK_201807,Corallina vancouveriensis,201
LK_201807,Cordyceps militaris,143
LK_201807,Coscinodiscus wailesii,41872
LK_201807,Cylindrotheca closterium,93
LK_201807,Dictyocha speculum,295
LK_201807,Ditylum brightwellii,18
LK_201807,Emplectonema sp. 1 TCH-2015,6
LK_201807,Euclymene oerstedi,61
LK_201807,Euclymene sp. BOLD:ACG1020,12
LK_201807,Fucus distichus,155
LK_201807,Grammonema striatula,197
LK_201807,Halichondria panicea,1239
LK_201807,Hecatonema maculans,522
LK_201807,Hemigrapsus oregonensis,24
LK_201807,Heterocapsa rotundata,3168
LK_201807,Heterosigma akashiwo,169
LK_201807,Hildenbrandia sp. 27GWS,125
LK_201807,Homo sapiens,147
LK_201807,Leathesia marina,3
LK_201807,Leptasterias hexactis,343
LK_201807,Lichtheimia ramosa,24
LK_201807,Liparis florae,98
LK_201807,Littorina plena,131
LK_201807,Littorina scutulata,1103
LK_201807,Littorina sitkana,28
LK_201807,Lottia paradigitalis,460
LK_201807,Macoma nasuta,16
LK_201807,Mazzaella sp. GWS-2013b,8
LK_201807,Membranipora membranacea,1093
LK_201807,Mesocentrotus franciscanus,53
LK_201807,Microcladia coulteri,91
LK_201807,Micromonas pusilla,48946
LK_201807,Microspongium alariae,6
LK_201807,Minutocellus polymorphus,4497
LK_201807,Myrionema balticum,9
LK_201807,Naineris dendritica CMC02,203
LK_201807,Navicula cryptocephala,9
LK_201807,Navicula glaciei,138
LK_201807,Navicula sp. BOLD:AAO6950,57
LK_201807,Navicula sp. BOLD:AAO6951,143
LK_201807,Neorhodomela oregona,108
LK_201807,Nereis vexillosa,372
LK_201807,Nereocystis luetkeana,124
LK_201807,Nitzschia cf. promare,93
LK_201807,Oncorhynchus keta,124
LK_201807,Paracalanus sp. C AC-2013,635
LK_201807,Paramoeba pemaquidensis,27
LK_201807,Penicillium sclerotiorum,90
LK_201807,Phaeocystis antarctica,69
LK_201807,Phaeocystis globosa,89
LK_201807,Plagiogramma sp. IAL-2014a,3
LK_201807,Platynereis sp. CMC02,8
LK_201807,Podosira stelligera,7
LK_201807,Polycirrus sp. CMC05,822
LK_201807,Polydora lingshuiensis,6495
LK_201807,Polysiphonia hendryi,316
LK_201807,Pseudocalanus moultoni,50
LK_201807,Pseudocalanus newmani,29129
LK_201807,Pterosiphonia bipinnata,48
LK_201807,Pyramimonas parkeae,11
LK_201807,Pyropia fallax,67
LK_201807,Pythium pachycaule,14
LK_201807,Pythium sp. CAL-2011c,12
LK_201807,Pythium tracheiphilum,76
LK_201807,Ralfsioid sp. 4GWS,498
LK_201807,Rhizosolenia setigera,321
LK_201807,Rhodophysema kjellmanii,51
LK_201807,Rhodotorula taiwanensis,718
LK_201807,Semibalanus cariosus,6217
LK_201807,Skeletonema japonicum,8
LK_201807,Strongylocentrotus droebachiensis,205
LK_201807,Thalassionema nitzschioides,34
LK_201807,Thalassiosira nordenskioeldii,816
LK_201807,Thalassiosira pseudonana,9
LK_201807,Thelepus crispus,22
LK_201807,Triparma laevis,196
LK_201807,Tylos sp. clade D MM-2013,82
LK_201807,Wildemania sp. 5POR,4670
LK_201807,NA,213123
LL_201703,Balanus glandula,1339
LL_201703,Barantolla americana CMC01,7969
LL_201703,Bathycoccus prasinos,930855
LL_201703,Callithamnion corymbosum,2
LL_201703,Caulacanthus ustulatus,4
LL_201703,Centropages abdominalis,64
LL_201703,Chaetoceros socialis,220
LL_201703,Chattonella subsalsa,817
LL_201703,Chondracanthus exasperatus,6
LL_201703,Chordariaceae sp. 17 AP-2014,2
LL_201703,Chordariaceae sp. 2 AP-2014,4
LL_201703,Chordariaceae sp. 7 AP-2014,186
LL_201703,Chthamalus dalli,1306
LL_201703,Cylindrotheca closterium,26
LL_201703,Dialonectria episphaeria,5
LL_201703,Dictyocha speculum,2337
LL_201703,Ectocarpus siliculosus,60
LL_201703,Emiliania huxleyi,97
LL_201703,Evasterias troschelii,16
LL_201703,Heterocapsa rotundata,81
LL_201703,Hincksia hincksiae,30
LL_201703,Homo sapiens,1381
LL_201703,Karlodinium veneficum,4
LL_201703,Littorina plena,39
LL_201703,Lottia paradigitalis,28
LL_201703,Melosira nummuloides,109
LL_201703,Micromonas pusilla,324436
LL_201703,Minutocellus polymorphus,17077
LL_201703,Mytilus trossulus,2
LL_201703,Navicula cryptocephala,18
LL_201703,Navicula ramosissima,60
LL_201703,Nitzschia cf. promare,24
LL_201703,Orthocladius sp. BOLD-2016,83
LL_201703,Ostrea lurida,39
LL_201703,Peronospora violae,12
LL_201703,Phaeocystis antarctica,355688
LL_201703,Phaeocystis globosa,9
LL_201703,Phytophthora multivora,4
LL_201703,Pinnularia sp. 5 CS-2011,17
LL_201703,Poteriospumella lacustris,13147
LL_201703,Pseudocalanus newmani,278
LL_201703,Pseudochattonella farcimen,111
LL_201703,Pycnococcus provasolii,11
LL_201703,Pyramimonas parkeae,67
LL_201703,Pythium pachycaule,6
LL_201703,Pythium sp. CAL-2011c,34
LL_201703,Pythium tracheiphilum,34
LL_201703,Rhizosolenia setigera,298
LL_201703,Ruditapes philippinarum,7
LL_201703,Skeletonema dohrnii,44
LL_201703,Stelligera rigida,59
LL_201703,Thalassionema nitzschioides,42
LL_201703,Thalassiosira nordenskioeldii,1030
LL_201703,Triparma laevis,92286
LL_201703,NA,324565
LL_201705,Aequorea sp. MW-2012,1967
LL_201705,Albugo candida,45
LL_201705,Alitta sp. CMC01,21
LL_201705,Asterionellopsis guyunusae,36
LL_201705,Attheya longicornis,5726
LL_201705,Balanus balanus,9
LL_201705,Balanus glandula,800
LL_201705,Bathycoccus prasinos,1464
LL_201705,Calanus pacificus,6
LL_201705,Caulacanthus ustulatus,395
LL_201705,Centropages abdominalis,18282
LL_201705,Chaetoceros socialis,19002
LL_201705,Chrysochromulina sp. CCMP291,1464
LL_201705,Chthamalus dalli,310
LL_201705,Coscinodiscus wailesii,98
LL_201705,Crassostrea gigas,6
LL_201705,Cylindrotheca closterium,2101
LL_201705,Dendraster excentricus,104
LL_201705,Dictyocha speculum,104
LL_201705,Ditylum brightwellii,8213
LL_201705,Dolichomastix tenuilepis,45
LL_201705,Emiliania huxleyi,1407
LL_201705,Emplectonema sp. 1 TCH-2015,18
LL_201705,Gomphonema clevei,293
LL_201705,Gracilaria vermiculophylla,158
LL_201705,Haramonas dimorpha,35
LL_201705,Hemipodia simplex,197
LL_201705,Lichtheimia ramosa,236
LL_201705,Littorina plena,899
LL_201705,Lottia paradigitalis,494
LL_201705,Micromonas pusilla,29813
LL_201705,Minutocellus polymorphus,1276
LL_201705,Mytilus trossulus,93
LL_201705,Navicula cryptocephala,14
LL_201705,Nitzschia cf. promare,104
LL_201705,Nuttallia olivacea,65
LL_201705,Obelia bidentata,101
LL_201705,Ostrea lurida,62
LL_201705,Paracalanus sp. C AC-2013,156
LL_201705,Pedospumella sinomuralis,155
LL_201705,Plagiogramma sp. IAL-2014a,433
LL_201705,Porichthys notatus,2660
LL_201705,Protoperidinium cf. depressum,757
LL_201705,Pseudo-nitzschia hasleana,591
LL_201705,Pseudochattonella farcimen,139
LL_201705,Pyropia haitanensis,35
LL_201705,Pythium tracheiphilum,1088
LL_201705,Rhizosolenia setigera,86
LL_201705,Saprolegnia diclina,17543
LL_201705,Scopalina ruetzleri,13
LL_201705,Skeletonema dohrnii,26
LL_201705,Skeletonema japonicum,310
LL_201705,Thalassionema nitzschioides,14
LL_201705,Thalassiosira nordenskioeldii,5452
LL_201705,Thalassiosira punctigera,12
LL_201705,Thecamonas trahens,8
LL_201705,Triparma laevis,1380
LL_201705,Wildemania amplissima,7
LL_201705,NA,410620
LL_201706,Aequorea sp. MW-2012,37
LL_201706,Amphicaryon earnesti,28
LL_201706,Asterionellopsis guyunusae,128
LL_201706,Bathycoccus prasinos,9295
LL_201706,Blastocladiella emersonii,77
LL_201706,Calanus pacificus,31203
LL_201706,Chaetoceros socialis,258
LL_201706,Chattonella subsalsa,329
LL_201706,Chrysochromulina sp. CCMP291,394
LL_201706,Cylindrotheca closterium,907
LL_201706,Cymatogaster aggregata,98
LL_201706,Cymbomonas tetramitiformis,812
LL_201706,Ditylum brightwellii,40
LL_201706,Dolichomastix tenuilepis,76
LL_201706,Emiliania huxleyi,13986
LL_201706,Gracilaria vermiculophylla,723
LL_201706,Haramonas dimorpha,83
LL_201706,Homo sapiens,120
LL_201706,Littorina plena,2
LL_201706,Micromonas pusilla,33747
LL_201706,Minutocellus polymorphus,8414
LL_201706,Mya arenaria,11
LL_201706,Navicula cryptocephala,311
LL_201706,Navicula sp. BOLD:AAO6951,6
LL_201706,Nuttallia olivacea,815
LL_201706,Ostrea lurida,3509
LL_201706,Paracalanus sp. C AC-2013,2382
LL_201706,Parvamoeba rugata,45
LL_201706,Pedospumella sinomuralis,97
LL_201706,Pisaster ochraceus,1825
LL_201706,Porichthys notatus,1497
LL_201706,Poteriospumella lacustris,74
LL_201706,Prasinoderma coloniale,2246
LL_201706,Pseudochattonella farcimen,7706
LL_201706,Pythium sp. CAL-2011c,68
LL_201706,Pythium tracheiphilum,1532
LL_201706,Rhizosolenia setigera,8039
LL_201706,Skeletonema dohrnii,2170
LL_201706,Synchaeta pectinata,21
LL_201706,Thalassiosira nordenskioeldii,9024
LL_201706,Triparma laevis,6354
LL_201706,Wildemania amplissima,3
LL_201706,NA,383724
LL_201707,Barantolla americana CMC01,7
LL_201707,Bathycoccus prasinos,11118
LL_201707,Callithamnion corymbosum,19
LL_201707,Centropages abdominalis,10
LL_201707,Ceramium sp. 3Cal,8
LL_201707,Chaetoceros socialis,3
LL_201707,Chrysochromulina sp. CCMP291,315
LL_201707,Cliona chilensis,6
LL_201707,Crassostrea gigas,81
LL_201707,Cylindrotheca closterium,2295
LL_201707,Dictyocha speculum,14
LL_201707,Emiliania huxleyi,200629
LL_201707,Gallus gallus,4
LL_201707,Gracilaria vermiculophylla,129
LL_201707,Halichondria panicea,8
LL_201707,Harpacticoida sp. DNZ085,4
LL_201707,Hematodinium sp.,113
LL_201707,Hincksia hincksiae,95
LL_201707,Homo sapiens,9
LL_201707,Kellia porculus,231
LL_201707,Macoma nasuta,23
LL_201707,Micromonas pusilla,45840
LL_201707,Minutocellus polymorphus,134159
LL_201707,Monocorophium acherusicum,32
LL_201707,Navicula cryptocephala,734
LL_201707,Nitzschia cf. promare,3
LL_201707,Ostrea lurida,6906
LL_201707,Phaeocystis antarctica,31
LL_201707,Pisaster ochraceus,30
LL_201707,Platynereis sp. CMC02,14
LL_201707,Podosira stelligera,17
LL_201707,Porichthys notatus,259
LL_201707,Poteriospumella lacustris,211
LL_201707,Prasinoderma coloniale,265
LL_201707,Pseudochattonella farcimen,2247
LL_201707,Pythium sp. CAL-2011c,5
LL_201707,Ralfsioid sp. 4GWS,2
LL_201707,Saprolegnia diclina,12
LL_201707,Schistomeringos longicornis,9
LL_201707,Sellaphora pupula,61
LL_201707,Skeletonema dohrnii,33
LL_201707,Thalassiosira nordenskioeldii,732
LL_201707,Thalassiosira punctigera,27
LL_201707,Triparma laevis,842
LL_201707,NA,425037
LL_201708,Balanus glandula,31
LL_201708,Barantolla americana CMC01,29
LL_201708,Bathycoccus prasinos,96859
LL_201708,Chaetoceros socialis,14
LL_201708,Chaetoceros sp. MBTD-CMFRI-S062,13
LL_201708,Chrysochromulina sp. CCMP291,3
LL_201708,Coscinodiscus wailesii,4934
LL_201708,Crassostrea gigas,4
LL_201708,Cylindrotheca closterium,337
LL_201708,Ditylum brightwellii,98
LL_201708,Ectocarpus siliculosus,5
LL_201708,Emiliania huxleyi,2317
LL_201708,Gallus gallus,74
LL_201708,Gracilaria vermiculophylla,250
LL_201708,Hematodinium sp.,12
LL_201708,Homo sapiens,374
LL_201708,Littorina plena,1173
LL_201708,Lottia paradigitalis,10
LL_201708,Melosira nummuloides,23
LL_201708,Micromonas pusilla,98813
LL_201708,Minutocellus polymorphus,84220
LL_201708,Mya arenaria,3
LL_201708,Mytilicola orientalis,157
LL_201708,Navicula cryptocephala,4
LL_201708,Nereis vexillosa,36
LL_201708,Nitokra spinipes,55
LL_201708,Ostrea lurida,778
LL_201708,Paracalanus sp. C AC-2013,1791
LL_201708,Polychaeta sp. BOLD:ACQ0474,67
LL_201708,Poteriospumella lacustris,34
LL_201708,Protoperidinium cf. depressum,73
LL_201708,Pseudochattonella farcimen,54
LL_201708,Pyropia haitanensis,2
LL_201708,Rhizosolenia setigera,1783
LL_201708,Ruditapes philippinarum,298
LL_201708,Saprolegnia diclina,2302
LL_201708,Skeletonema dohrnii,73
LL_201708,Stiliger fuscovittatus,15549
LL_201708,Thalassionema nitzschioides,10
LL_201708,Thalassiosira nordenskioeldii,233
LL_201708,Thalassiosira punctigera,4
LL_201708,NA,311275
LL_201709,Asterionellopsis guyunusae,127
LL_201709,Attheya longicornis,43
LL_201709,Balanus glandula,250
LL_201709,Bathycoccus prasinos,75935
LL_201709,Botrylloides violaceus,156
LL_201709,Calanus pacificus,1227
LL_201709,Caulacanthus ustulatus,357
LL_201709,Chaetoceros socialis,4
LL_201709,Chattonella subsalsa,111
LL_201709,Chordariaceae sp. 2 AP-2014,4
LL_201709,Chrysochromulina sp. CCMP291,760
LL_201709,Cliona chilensis,5
LL_201709,Coscinodiscus wailesii,15
LL_201709,Cylindrotheca closterium,8
LL_201709,Cymbomonas tetramitiformis,113
LL_201709,Dendraster excentricus,2
